NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358491_NODE_7_length_205567_cov_8.951061	100.000	1000	0	0	1	1000	203549	202550	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358489_NODE_1_length_414105_cov_16.439444	100.000	1000	0	0	1	1000	203550	202551	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358488_NODE_1_length_414105_cov_16.407519	100.000	1000	0	0	1	1000	203550	202551	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358487_NODE_1_length_414105_cov_12.682679	100.000	1000	0	0	1	1000	210556	211555	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358486_NODE_1_length_414105_cov_23.445681	100.000	1000	0	0	1	1000	210556	211555	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	SRR10358485_NODE_5_length_228539_cov_14.517368	100.000	1000	0	0	1	1000	17985	16986	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM886v1_BA000007.2	99.400	1000	6	0	1	1000	2463579	2464578	0.0	1814	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM666v1_AE005174.2	99.400	1000	6	0	1	1000	2538782	2539781	0.0	1814	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM2516v1_CP001846.1	99.400	1000	6	0	1	1000	2254537	2255536	0.0	1814	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM2222v1_CP001368.1	99.400	1000	6	0	1	1000	2368854	2369853	0.0	1814	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM17195v1_ABHQ01000013.1	99.400	1000	6	0	1	1000	106375	107374	0.0	1814	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1860000:1861000	ASM15512v1_CM000662.1	99.400	1000	6	0	1	1000	4369777	4368778	0.0	1814	minus
