NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358491_NODE_6_length_208552_cov_7.941471	100.000	1000	0	0	1	1000	135554	136553	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358489_NODE_1_length_414105_cov_16.439444	100.000	1000	0	0	1	1000	278550	277551	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358488_NODE_1_length_414105_cov_16.407519	100.000	1000	0	0	1	1000	278550	277551	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358487_NODE_1_length_414105_cov_12.682679	100.000	1000	0	0	1	1000	135556	136555	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358486_NODE_1_length_414105_cov_23.445681	100.000	1000	0	0	1	1000	135556	136555	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	SRR10358485_NODE_5_length_228539_cov_14.517368	100.000	1000	0	0	1	1000	92984	91985	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM2516v1_CP001846.1	99.300	1000	7	0	1	1000	2143988	2144987	0.0	1808	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM886v1_BA000007.2	99.100	1000	9	0	1	1000	2386691	2387690	0.0	1797	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM666v1_AE005174.2	99.100	1000	9	0	1	1000	2461892	2462891	0.0	1797	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM2222v1_CP001368.1	99.100	1000	9	0	1	1000	2291966	2292965	0.0	1797	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM17195v1_ABHQ01000013.1	99.100	1000	9	0	1	1000	29489	30488	0.0	1797	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_1785000:1786000	ASM15512v1_CM000662.1	99.100	1000	9	0	1	1000	4447975	4446976	0.0	1797	minus
