NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358491_NODE_21_length_78748_cov_11.412193	100.000	1000	0	0	1	1000	61554	62553	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358489_NODE_20_length_78749_cov_16.523632	100.000	1000	0	0	1	1000	17196	16197	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358488_NODE_21_length_78749_cov_18.289995	100.000	1000	0	0	1	1000	17196	16197	0.0	1847	minus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358487_NODE_21_length_78749_cov_12.714991	100.000	1000	0	0	1	1000	61554	62553	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358486_NODE_19_length_78749_cov_22.574038	100.000	1000	0	0	1	1000	61554	62553	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	SRR10358485_NODE_21_length_78748_cov_15.405808	100.000	1000	0	0	1	1000	61554	62553	0.0	1847	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM2516v1_CP001846.1	98.600	1000	14	0	1	1000	841563	842562	0.0	1770	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM886v1_BA000007.2	98.500	1000	15	0	1	1000	752136	753135	0.0	1764	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM666v1_AE005174.2	98.500	1000	15	0	1	1000	751917	752916	0.0	1764	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM2222v1_CP001368.1	98.500	1000	15	0	1	1000	757004	758003	0.0	1764	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM17195v1_ABHQ01000002.1	98.500	1000	15	0	1	1000	230001	231000	0.0	1764	plus
NC_000913.2_Escherichia_coli_str._K-12_substr._MG1655,_complete_genome_670000:671000	ASM15512v1_CM000662.1	98.500	1000	15	0	1	1000	508573	507574	0.0	1764	minus
